id,country,continent,happiness,immigrant
85989,Lithuania,Europe,5.52,0
52922,Sweden,Europe,7.47,0
405379,Philippines,Asia,4.62,0
552177,Mauritania,Africa,4.84,1
489460,Mauritius,Africa,5.68,0
349332,Sweden,Europe,7.39,0
54483,Belgium,Europe,7.25,1
105036,Libya,Africa,5.48,0
106187,Tunisia,Africa,4.91,0
245710,Singapore,Asia,6.44,0
283212,United Kingdom,Europe,6.54,1
390847,Angola,Africa,5.51,0
338240,Haiti,North America,4.31,0
358406,Burundi,Africa,3.61,0
483840,Bolivia,South America,5.85,0
484931,Australia,Australia,7.37,0
364408,Iran,Asia,4.82,0
561788,Syria,Asia,3.95,0
356623,Sudan,Africa,4.5,0
504857,Yemen,Asia,4.3,0
418871,Mongolia,Asia,4.75,0
510301,Bolivia,South America,5.67,0
97016,Montenegro,Europe,5.36,0
219989,Belgium,Europe,6.8,0
257906,United Kingdom,Europe,6.9,0
335235,Taiwan,Asia,6.2,0
243850,United Arab Emirates,Asia,7.09,0
452375,Peru,South America,5.63,0
165762,Saudi Arabia,Asia,6.45,1
506715,Slovenia,Europe,6.36,0
91312,Cyprus,Europe,6.32,0
372281,Laos,Asia,4.89,0
184499,Sri Lanka,Asia,3.69,0
377115,Botswana,Africa,3.86,0
549053,Indonesia,Asia,5.39,0
412467,Guinea,South America,3.42,0
329019,Austria,Europe,7.7,0
131279,Bahrain,Asia,4.97,0
151774,Central African Republic,Africa,3.59,0
199847,Angola,Africa,5.82,0
136586,Israel,Asia,7.31,0
409046,Ethiopia,Africa,4.43,0
64688,Iraq,Asia,5.21,0
408248,El Salvador,North America,6,0
594775,Guatemala,North America,6.14,0
543474,India,Asia,4.47,0
515423,New Zealand,Australia,7.04,0
413229,Germany,Europe,6.79,1
508707,Jordan,Asia,5.01,0
248373,Jamaica,North America,5.28,0
170698,Hungary,Europe,4.69,0
100130,Hong Kong,Asia,5.4,0
202117,Vietnam,Asia,5.51,0
462327,Mozambique,Africa,5.07,0
346690,Central African Republic,Africa,3.59,0
18081,Thailand,Asia,6.57,0
361649,Swaziland,Africa,5.09,0
448719,Greece,Europe,5.49,0
333509,Netherlands,Europe,7.81,0
163044,Zambia,Africa,5.15,0
200186,Tanzania,Africa,4,0
90494,Costa Rica,North America,7.16,0
429972,Central African Republic,Africa,3.23,0
185151,Portugal,Europe,5.16,0
80250,Morocco,Africa,4.96,0
155759,North Cyprus,Europe,5.56,0
323642,Spain,Europe,6.51,0
383861,India,Asia,4.83,0
149799,Nigeria,Africa,5.33,1
439898,Malawi,Africa,4.3,0
588424,Austria,Europe,7.32,0
234584,New Zealand,Australia,7.07,0
281616,Croatia,Europe,5.74,1
521391,Canada,North America,7.4,0
118816,Honduras,North America,5.17,1
380733,United Kingdom,Europe,6.62,0
327228,Nicaragua,North America,5.45,1
122021,Malta,Europe,6.3,0
508027,Syria,Asia,3.97,0
252300,Moldova,Europe,5.61,0
542122,Armenia,Asia,4.03,0
560177,Mauritania,Africa,4.36,0
492784,Malaysia,Asia,5.91,0
39756,Ukraine,Europe,4.91,0
222346,Costa Rica,North America,7.05,0
230042,Jordan,Asia,5.68,0
492741,Rwand2a4,Africa,3.97,0
494750,Indonesia,Asia,5.5,1
395163,Netherlands,Europe,7.28,1
319571,Cameroon,Africa,4.05,0
104772,United Kingdom,Europe,6.91,0
211139,Germany,Europe,6.28,0
211827,Mozambique,Africa,4.87,0
321501,El Salvador,North America,5.97,0
969,Georgia,Asia,4.35,0
464490,Austria,Europe,7.28,0
35125,China,Asia,5.13,0
122058,Malawi,Africa,4.09,0
34565,Argentina,South America,6.62,0
3135,Madagascar,Africa,3.77,0
500537,Colombia,South America,6.25,0
412204,Slovakia,Europe,6.11,1
228724,Mali,Africa,4.07,0
533206,Chad,Africa,4.17,0
219733,Haiti,North America,4.37,0
508291,Ukraine,Europe,5.09,0
235737,Serbia,Europe,4.83,0
23041,Hong Kong,Asia,5.35,0
57059,Ukraine,Europe,5,1
148057,Uganda,Africa,4.3,0
261956,Portugal,Europe,5.16,0
72964,Syria,Asia,3.68,0
482115,Syria,Asia,4.02,0
412675,Mauritius,Africa,5.55,0
541102,Tanzania,Africa,3.77,0
157800,Rwand2a4,Africa,4,0
415443,Suriname,Asia,6.41,1
401555,Palestinian Territories,Asia,4.66,0
185909,Congo-Brazzaville,Africa,4.39,0
394025,Uruguay,South America,6.45,0
194973,Syria,Asia,4.13,0
25322,Uzbekistan,Asia,5.34,0
307990,South Africa,Africa,5.11,0
89329,Gabon,Africa,4.1,0
438367,Moldova,Europe,5.76,0
6959,Bosnia and Herzegovina,Europe,4.7,0
430308,Angola,Africa,5.29,1
110596,Venezuela,South America,7.31,0
379595,Belgium,Europe,6.71,0
67227,Bulgaria,Europe,3.71,0
2815,Sierra Leone,Africa,4.05,0
572167,Cambodia,Asia,4.18,0
427715,Italy,Europe,6.23,1
177071,Kuwait,Asia,6.71,0
387993,Ireland,Europe,7.14,0
403917,Ethiopia,Africa,4.35,0
77265,United Arab Emirates,Asia,7.55,0
123033,Romania,Europe,4.9,0
169972,Afghanistan,Asia,4.02,0
191727,Panama,North America,7.41,0
187131,Tunisia,Africa,5.06,0
341048,Ukraine,Europe,5.11,0
574701,Zimbabwe,Africa,4.65,0
477778,Singapore,Asia,6.49,0
317762,Uruguay,South America,6.42,1
15092,Chad,Africa,4.14,0
512013,Malaysia,Asia,5.71,0
522650,Turkmenistan,Asia,5.71,0
86456,Uganda,Africa,4.27,0
235380,Luxembourg,Europe,6.93,0
556095,Mauritius,Africa,5.5,0
575036,China,Asia,4.99,1
189636,Mauritania,Africa,5.05,0
354877,South Africa,Africa,5.12,0
589144,El Salvador,North America,5.79,0
84700,Madagascar,Africa,3.82,0
72398,Congo-Kinshasa,Africa,4.84,0
359065,Ecuador,South America,5.61,0
476686,Serbia,Europe,4.96,1
289816,Morocco,Africa,5.24,0
533990,Taiwan,Asia,6.25,1
318184,New Zealand,Australia,7.25,0
548701,Libya,Africa,5.19,0
350582,Rwand2a4,Africa,3.5,0
147491,Kazakhstan,Asia,5.74,0
558504,Central African Republic,Africa,3.69,0
37488,Romania,Europe,5.32,0
284000,Algeria,Africa,5.5,0
77511,Malta,Europe,6.04,0
318948,Zambia,Africa,4.93,0
383387,Djibouti,Africa,5,0
91280,Mali,Africa,4.11,0
248818,Czech Republic,Europe,6.42,0
272760,Taiwan,Asia,6.17,0
415086,Paraguay,South America,5.6,0
297709,Zambia,Africa,4.74,0
556178,Belgium,Europe,7.29,0
441743,Uzbekistan,Asia,5.95,0
147633,Taiwan,Asia,6.36,0
297232,Uruguay,South America,6.54,0
530930,Mexico,North America,6.9,0
201647,Ireland,Europe,7.38,0
577164,Brazil,South America,6.9,0
294784,Singapore,Asia,6.29,1
397872,Nigeria,Africa,5.61,0
409084,Ecuador,South America,5.76,0
371369,Bolivia,South America,5.79,1
45242,Croatia,Europe,5.63,0
523407,Spain,Europe,6.18,0
169307,New Zealand,Australia,6.88,0
317270,Laos,Asia,5.17,0
503778,Turkmenistan,Asia,5.68,0
290559,Luxembourg,Europe,7.22,1
487660,France,Europe,6.5,0
425042,Zambia,Africa,4.73,0
524969,Uzbekistan,Asia,5.69,0
462169,Uzbekistan,Asia,5.9,0
345743,Saudi Arabia,Asia,6.39,0
113129,North Cyprus,Europe,5.69,1
285431,Denmark,Europe,7.4,0
310979,Bahrain,Asia,5.21,0
479758,France,Europe,6.58,0
192271,Brazil,South America,6.95,0
13236,Argentina,South America,6.36,0
163367,Netherlands,Europe,7.25,0
561725,Niger,Africa,4.34,0
499564,Slovakia,Europe,5.82,0
505387,Moldova,Europe,5.69,0
49202,Trinidad and Tobago,North America,6.57,0
115010,Sweden,Europe,7.65,0
252679,Afghanistan,Asia,3.98,0
520169,Kosovo,Europe,4.96,0
175012,Algeria,Africa,5.37,0
237680,Nepal,Asia,4.09,0
533533,Japan,Asia,6.08,0
536899,Netherlands,Europe,7.52,0
261247,Hungary,Europe,4.55,0
5731,Japan,Asia,6.41,0
87907,Georgia,Asia,4.32,0
244161,Germany,Europe,6.61,0
488844,Iran,Asia,4.58,0
398982,Kuwait,Asia,6.58,1
485580,Jamaica,North America,5.33,0
495509,Senegal,Africa,4.28,0
27934,Ghana,Africa,5.29,1
51927,Lesotho,Africa,4.81,0
60622,Belgium,Europe,7.21,0
78658,United Arab Emirates,Asia,7.2,0
378856,Syria,Asia,4.31,1
560715,Bangladesh,Asia,4.67,1
359607,Cyprus,Europe,6.32,0
332901,Denmark,Europe,7.39,0
312890,Italy,Europe,5.87,0
563213,Cambodia,Asia,3.8,0
174987,Bulgaria,Europe,4.31,0
66755,Indonesia,Asia,5.37,0
46706,Turkey,Asia,5.22,0
593171,Paraguay,South America,5.8,0
379866,Congo-Brazzaville,Africa,4.41,0
435568,Jordan,Asia,5.35,0
141896,Iceland,Europe,7.2,0
551634,Indonesia,Asia,5.5,0
461441,Turkey,Asia,5.66,0
539104,Myanmar,Asia,4.15,0
233165,Japan,Asia,6.4,0
178681,Guatemala,North America,5.95,1
506787,Comoros,Oceania,4.17,0
81907,Georgia,Asia,4.41,0
537962,Croatia,Europe,5.61,0
201215,Denmark,Europe,8.09,0
108710,Lithuania,Europe,5.43,0
250012,Tajikistan,Asia,4.27,0
156864,Congo-Kinshasa,Africa,4.74,0
427980,Turkey,Asia,5.22,0
110407,Cameroon,Africa,4.71,0
217173,Jamaica,North America,5.11,0
383222,Comoros,Oceania,3.56,0
461167,Bosnia and Herzegovina,Europe,4.38,0
235425,Mauritius,Africa,5.77,1
408247,Iraq,Asia,4.91,0
555504,Panama,North America,7.19,1
538461,Portugal,Europe,5.1,0
432778,France,Europe,7.09,0
117485,Thailand,Asia,6.51,1
509467,Angola,Africa,5.66,0
14546,United Kingdom,Europe,6.89,0
196124,Angola,Africa,5.97,0
569855,United Kingdom,Europe,7.24,0
378659,Rwand2a4,Africa,3.5,0
206756,Cyprus,Europe,6.41,0
409885,Colombia,South America,6.43,0
218674,Bangladesh,Asia,5.11,0
264136,Thailand,Asia,6.17,0
513976,Slovakia,Europe,5.78,0
41838,Rwand2a4,Africa,3.76,0
244010,Nepal,Asia,4.02,0
446119,Taiwan,Asia,6.26,0
580230,Mongolia,Asia,4.85,0
495094,Iceland,Europe,7.09,0
147699,Burkina Faso,Africa,4.21,0
306650,Czech Republic,Europe,6.45,0
482726,South Korea,Asia,6.15,0
246015,Luxembourg,Europe,6.84,0
543417,Mozambique,Africa,4.89,0
411981,Myanmar,Asia,4.53,0
528324,North Cyprus,Europe,5.54,0
202307,Bolivia,South America,5.61,0
257660,Belgium,Europe,7.04,0
7799,Congo-Kinshasa,Africa,4.69,0
215544,Honduras,North America,4.97,0
299238,Bangladesh,Asia,4.54,0
127408,Chile,South America,6.36,0
2186,Malawi,Africa,3.73,0
330210,Kosovo,Europe,5.35,1
397866,Syria,Asia,3.67,0
243944,Nigeria,Africa,5.18,0
269543,Azerbaijan,Asia,4.32,0
571980,Angola,Africa,5.77,0
87312,Mauritania,Africa,4.95,1
68983,Canada,North America,7.36,0
90005,Uzbekistan,Asia,5.37,0
180722,Denmark,Europe,7.47,0
156203,Japan,Asia,6.13,1
306775,Ecuador,South America,5.9,0
266143,South Korea,Asia,6.16,0
335841,Afghanistan,Asia,4.35,0
460912,Chad,Africa,4.37,0
309168,Taiwan,Asia,6.69,0
414421,Hong Kong,Asia,5.79,0
407061,New Zealand,Australia,7.05,0
313719,Morocco,Africa,5.24,0
418068,Zambia,Africa,4.95,0
26945,Haiti,North America,4.18,0
393173,Czech Republic,Europe,6.35,0
387810,Palestinian Territories,Asia,4.84,0
248869,Sierra Leone,Africa,4.19,0
3704,Paraguay,South America,5.87,0
162909,Iraq,Asia,4.52,0
196882,Brazil,South America,7.14,1
461494,Thailand,Asia,6.11,0
508294,Guinea,South America,3.69,0
449322,Nepal,Asia,4.2,0
95469,Turkmenistan,Asia,5.75,0
50719,Vietnam,Asia,5.56,0
28437,Poland,Europe,5.66,0
258798,Tunisia,Africa,5.19,0
38836,Cyprus,Europe,6.1,0
331884,Cameroon,Africa,4.75,0
475098,Costa Rica,North America,7.06,0
338440,Oman,Asia,6.93,0
458630,India,Asia,4.66,0
233021,Malaysia,Asia,5.49,0
419589,Burkina Faso,Africa,3.86,0
87280,Kazakhstan,Asia,5.61,1
460047,Malawi,Africa,4.17,0
224006,Ireland,Europe,7.17,0
222559,Macedonia,Europe,4.3,0
504286,France,Europe,6.7,0
429980,Niger,Africa,4.27,1
290367,Suriname,Asia,6.35,0
362675,Georgia,Asia,4.03,1
336471,Taiwan,Asia,6.07,0
241717,Kosovo,Europe,5.14,1
248899,Spain,Europe,6.16,0
332703,Bulgaria,Europe,3.89,0
243432,Madagascar,Africa,3.98,0
30193,Austria,Europe,7.64,0
210885,Pakistan,Asia,5.63,0
424316,Cyprus,Europe,6.3,0
490913,Greece,Europe,5.78,0
354402,Netherlands,Europe,7.35,0
531926,Nicaragua,North America,5.64,0
239017,Jordan,Asia,5.24,0
21923,Central African Republic,Africa,3.63,0
562242,South Korea,Asia,6.39,0
149097,Czech Republic,Europe,6.01,0
340224,Yemen,Asia,4.41,0
257205,Finland,Europe,7.16,0
38326,Russia,Europe,5.31,0
431888,Taiwan,Asia,6.25,0
455576,Rwand2a4,Africa,3.87,0
39433,Russia,Europe,5.72,0
493689,Luxembourg,Europe,6.81,0
67382,Ukraine,Europe,5.05,1
158485,Slovenia,Europe,5.63,0
92806,Belarus,Europe,5.46,0
8603,Yemen,Asia,4.36,0
518400,Peru,South America,5.61,0
22006,Australia,Australia,7.51,1
540720,Costa Rica,North America,7.31,0
97612,Palestinian Territories,Asia,4.94,0
477608,Suriname,Asia,6.2,0
570303,Malta,Europe,5.98,1
182014,Hong Kong,Asia,5.43,0
182416,Albania,Europe,5.16,0
196961,Iraq,Asia,4.88,0
428206,Ethiopia,Africa,4.58,1
12433,Dominican Republic,North America,4.89,0
341975,Syria,Asia,3.93,0
544211,Albania,Europe,5.63,0
89437,Lithuania,Europe,5.56,0
280183,Brazil,South America,6.71,0
205,Bosnia and Herzegovina,Europe,4.86,0
556765,Vietnam,Asia,5.59,0
301856,China,Asia,5.09,1
350961,Pakistan,Asia,5.35,0
90142,Cameroon,Africa,4.16,0
314398,Ethiopia,Africa,4.48,0
303723,South Korea,Asia,6.23,0
163309,Macedonia,Europe,4.62,0
162583,Honduras,North America,5.12,0
93632,India,Asia,5.02,0
311168,Morocco,Africa,5.11,0
29318,Mauritania,Africa,4.81,0
97029,Slovakia,Europe,5.9,0
558213,Djibouti,Africa,4.74,0
377854,Philippines,Asia,5.05,0
567712,Netherlands,Europe,7.6,0
141121,Luxembourg,Europe,7.06,1
555834,Netherlands,Europe,7.52,0
185339,Tajikistan,Asia,4.13,0
447920,Guinea,South America,3.65,0
218260,Taiwan,Asia,6.25,0
271565,El Salvador,North America,5.77,0
350390,France,Europe,7,0
398925,Finland,Europe,7.36,1
300655,Libya,Africa,5.64,0
579919,Congo-Brazzaville,Africa,4.7,0
61985,Angola,Africa,5.96,0
240450,Haiti,North America,4.46,0
222447,Suriname,Asia,6.31,0
87605,Philippines,Asia,5.12,0
496725,United Kingdom,Europe,6.91,0
561945,Guinea,South America,3.87,0
430277,Romania,Europe,5.31,0
158176,France,Europe,6.66,0
432927,Bangladesh,Asia,4.89,0
531585,Japan,Asia,5.96,1
1443,Syria,Asia,3.87,0
409178,Swaziland,Africa,4.67,0
119461,Estonia,Europe,5.29,0
329512,Ghana,Africa,5.01,0
375886,Morocco,Africa,4.78,0
19632,Croatia,Europe,5.74,0
52467,Uganda,Africa,4.82,1
209264,Germany,Europe,6.34,0
115350,Burundi,Africa,3.74,0
599704,Sri Lanka,Asia,3.78,0
552689,Argentina,South America,6.75,1
221062,India,Asia,4.89,0
480767,Trinidad and Tobago,North America,6.58,0
582138,Mali,Africa,4.13,0
405408,Ireland,Europe,6.96,0
356975,India,Asia,4.71,0
235461,Bosnia and Herzegovina,Europe,4.79,0
49127,Uruguay,South America,6.29,0
489161,Tanzania,Africa,3.76,0
508580,New Zealand,Australia,6.85,0
71722,Macedonia,Europe,4.57,0
29353,Chad,Africa,4.3,0
162460,Greece,Europe,5.77,0
524662,Bulgaria,Europe,3.94,0
175427,Israel,Asia,7.5,0
59568,Benin,Africa,3.28,0
491830,Tajikistan,Asia,4.12,0
201174,Belarus,Europe,5.29,0
351274,Venezuela,South America,6.86,0
73806,Kenya,Africa,4.24,1
597201,Myanmar,Asia,4.56,0
176056,Trinidad and Tobago,North America,6.57,0
52201,Denmark,Europe,7.51,0
66144,Ecuador,South America,6.07,1
245240,Niger,Africa,4.2,0
416983,Estonia,Europe,5.36,0
273233,Georgia,Asia,4.5,0
584042,Congo-Brazzaville,Africa,4.28,0
527506,Thailand,Asia,6.56,0
505734,Uzbekistan,Asia,5.97,0
150622,Colombia,South America,6.62,0
398140,Chile,South America,6.64,0
465615,Palestinian Territories,Asia,4.67,0
401154,Lesotho,Africa,4.97,0
335882,Uruguay,South America,6.58,0
469007,Bosnia and Herzegovina,Europe,5.2,0
586956,Sweden,Europe,7.26,0
130290,Kazakhstan,Asia,5.4,0
446549,Djibouti,Africa,4.84,0
394374,Russia,Europe,5.65,0
374887,Oman,Asia,7.22,0
586059,China,Asia,5.09,0
329843,North Cyprus,Europe,5.79,0
497819,Tajikistan,Asia,4.21,0
295346,Togo,Africa,2.74,0
179778,Belarus,Europe,5.36,1
862,Singapore,Asia,6.29,0
290971,Niger,Africa,4,0
186245,Australia,Australia,7.08,0
328015,Rwand2a4,Africa,3.79,0
506050,Cameroon,Africa,4.47,1
385667,Luxembourg,Europe,7.07,0
395961,Central African Republic,Africa,3.31,0
392038,Laos,Asia,4.53,0
262645,Albania,Europe,5.71,0
432362,Costa Rica,North America,7.25,0
579413,Algeria,Africa,5.18,0
150553,Turkey,Asia,5.24,0
447701,Congo-Brazzaville,Africa,4.35,0
459610,Latvia,Europe,5.43,0
425113,Panama,North America,7.06,0
425116,India,Asia,4.95,0
543237,Georgia,Asia,3.99,0
292781,Hungary,Europe,4.99,1
81391,Chile,South America,6.69,0
378348,Jamaica,North America,5.36,0
7659,Mauritius,Africa,5.47,0
391833,Moldova,Europe,6.13,0
500002,Ghana,Africa,4.99,0
401046,Bangladesh,Asia,4.85,0
332218,Benin,Africa,3.31,0
307081,Argentina,South America,6.89,0
49021,Finland,Europe,7.13,0
94621,Latvia,Europe,4.96,0
243693,Haiti,North America,4.29,0
162778,Malaysia,Asia,5.73,0
356694,Mali,Africa,3.96,1
372523,Australia,Australia,6.96,0
240675,Malta,Europe,6.23,0
491196,Mauritius,Africa,5.74,0
284610,Croatia,Europe,5.59,0
370819,Finland,Europe,7.45,0
270798,Algeria,Africa,5.44,0
134697,United Kingdom,Europe,6.69,0
437455,Portugal,Europe,5.02,0
366493,Philippines,Asia,5.12,0
370122,Sri Lanka,Asia,4.36,0
234696,France,Europe,6.68,0
573162,Australia,Australia,7.56,0
173935,Australia,Australia,7.27,1
226362,Turkey,Asia,5.53,0
59980,Slovenia,Europe,5.99,0
157941,Romania,Europe,4.9,0
422121,Croatia,Europe,5.56,0
514841,India,Asia,4.88,0
22998,Zimbabwe,Africa,4.86,1
138753,North Cyprus,Europe,5.77,0
64207,Afghanistan,Asia,4.02,0
351402,Greece,Europe,5.16,0
348287,Sweden,Europe,7.33,0
421836,Japan,Asia,6.12,0
505436,Kazakhstan,Asia,5.71,0
11629,Armenia,Asia,4.36,0
308113,Canada,North America,7.76,0
349592,Russia,Europe,5.58,0
317399,Nicaragua,North America,5.19,0
314692,Comoros,Oceania,4.1,0
486150,Montenegro,Europe,5.22,0
75561,Taiwan,Asia,6.19,0
71448,Gabon,Africa,4.32,0
38079,Swaziland,Africa,5.3,0
357884,Germany,Europe,6.49,0
223823,Djibouti,Africa,4.42,1
168973,China,Asia,5.04,0
194671,Central African Republic,Africa,3.58,0
324322,Russia,Europe,5.53,0
584402,Mauritania,Africa,4.64,0
470683,Guatemala,North America,5.83,0
105896,Qatar,Asia,6.71,0
236975,Kyrgyzstan,Asia,5.11,0
360114,Costa Rica,North America,7.2,0
17533,Madagascar,Africa,3.87,0
67918,Venezuela,South America,7.39,0
457113,Haiti,North America,4.1,0
114516,Lithuania,Europe,5.39,0
401457,Argentina,South America,6.43,1
9535,France,Europe,6.85,0
143746,Israel,Asia,7.07,0
380315,Latvia,Europe,4.72,0
383449,Lesotho,Africa,5.05,0
302477,Bosnia and Herzegovina,Europe,4.9,0
526453,Argentina,South America,6.5,0
581948,Kuwait,Asia,6.28,0
275879,Yemen,Asia,3.66,0
252039,Honduras,North America,5.44,0
581304,Central African Republic,Africa,3.46,0
352100,Russia,Europe,5.51,0
264317,Kenya,Africa,4.32,0
270517,Jordan,Asia,5.34,0
122052,Yemen,Asia,4.04,0
466058,China,Asia,5.07,0
278232,Croatia,Europe,5.66,0
514363,Thailand,Asia,6.13,0
243355,Jamaica,North America,5.07,0
99715,Philippines,Asia,5.05,0
93838,Bulgaria,Europe,3.7,0
459022,Sweden,Europe,7.69,0
193182,Mexico,North America,6.73,0
290033,Hong Kong,Asia,5.64,0
54079,United States,North America,7.04,0
400190,Denmark,Europe,7.69,1
1663,Afghanistan,Asia,4.05,0
263889,Iran,Asia,4.72,0
101394,Turkmenistan,Asia,5.44,0
499456,Bangladesh,Asia,4.85,0
352928,Burundi,Africa,3.8,0
482653,Slovenia,Europe,5.91,0
585808,Congo-Kinshasa,Africa,4.39,0
441909,Turkmenistan,Asia,5.69,0
408764,Mozambique,Africa,5.03,0
375773,Finland,Europe,7.2,1
448986,Bangladesh,Asia,4.67,0
540621,Dominican Republic,North America,4.99,0
381502,Slovakia,Europe,6.08,0
320687,Libya,Africa,5.75,0
522402,Greece,Europe,5.68,0
148926,Congo-Kinshasa,Africa,4.44,0
598407,Moldova,Europe,5.52,0
255904,Senegal,Africa,4.23,0
496216,Montenegro,Europe,5.31,0
598486,Croatia,Europe,5.67,0
275803,Trinidad and Tobago,North America,6.75,0
85852,Uzbekistan,Asia,5.45,0
114670,United States,North America,7.22,1
165074,India,Asia,4.65,0
411359,Israel,Asia,7.12,0
560045,Angola,Africa,5.49,1
589452,Belgium,Europe,7.04,0
541005,Iraq,Asia,4.74,0
573282,Greece,Europe,5.32,0
226193,Lebanon,Asia,5.14,1
480019,Serbia,Europe,4.56,1
124887,United Kingdom,Europe,6.76,0
279016,Angola,Africa,5.48,0
23478,Spain,Europe,6.57,1
230537,Azerbaijan,Asia,4.81,0
36080,Guinea,South America,3.97,0
277295,France,Europe,6.86,0
455854,Mauritania,Africa,4.81,0
538057,Dominican Republic,North America,5.12,0
435124,Syria,Asia,4.18,0
149467,Sudan,Africa,4.26,1
309094,Latvia,Europe,5.02,0
288561,Ukraine,Europe,5.25,0
326095,Cyprus,Europe,6.67,0
98432,North Cyprus,Europe,5.59,0
49431,Uruguay,South America,6.34,0
558248,Costa Rica,North America,7.2,0
46788,United Kingdom,Europe,6.81,0
384575,China,Asia,5.08,0
248560,Slovakia,Europe,6.04,0
599707,Tunisia,Africa,5.09,0
89628,Botswana,Africa,3.66,0
284825,North Cyprus,Europe,5.51,0
96355,Estonia,Europe,5.16,0
185363,Canada,North America,7.56,0
118478,Australia,Australia,7.64,0
471541,Portugal,Europe,4.89,0
407443,Zimbabwe,Africa,4.65,0
506348,Paraguay,South America,6.15,1
99096,Chile,South America,6.54,1
539197,Iran,Asia,4.81,0
324677,United States,North America,7.06,0
588357,Mozambique,Africa,4.87,0
357905,Djibouti,Africa,4.74,0
555710,Vietnam,Asia,5.72,0
458205,Turkmenistan,Asia,5.59,1
5106,Benin,Africa,3.48,0
333406,Nepal,Asia,3.79,0
411342,Mongolia,Asia,4.56,0
478114,Angola,Africa,5.57,0
418345,Brazil,South America,6.96,0
240528,Mauritius,Africa,5.49,0
219738,Thailand,Asia,6.42,0
180496,Suriname,Asia,6.43,0
577652,Venezuela,South America,7.18,0
535769,Syria,Asia,4.08,1
426953,Bahrain,Asia,5.08,1
98379,Netherlands,Europe,7.26,1
156035,Guinea,South America,3.8,0
509264,Swaziland,Africa,4.81,0
420878,Congo-Brazzaville,Africa,4.13,0
139261,Mauritania,Africa,4.38,0
281062,Palestinian Territories,Asia,4.4,0
85977,Trinidad and Tobago,North America,6.45,0
236338,Iceland,Europe,7.52,0
372148,New Zealand,Australia,6.91,0
74068,Colombia,South America,6.43,0
424030,Moldova,Europe,5.5,0
12275,France,Europe,6.76,0
423066,Albania,Europe,5.25,0
191264,Montenegro,Europe,5.09,1
595099,United Arab Emirates,Asia,7.1,0
